NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus,Latitude,Longitude
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Indiana University,Indianapolis,Indiana,46202,United States,RECRUITING,39.76838,-86.15804
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Kansas University Medical Center,Westwood,Kansas,66205,United States,RECRUITING,39.04056,-94.6169
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Dana Farber Cancer Institute,Boston,Massachusetts,02115,United States,RECRUITING,42.35843,-71.05977
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Beth Israel Deaconess Medical Center,Boston,Massachusetts,02215,United States,RECRUITING,42.35843,-71.05977
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Massachusetts General Hospital,Boston,Massachusetts,02215,United States,RECRUITING,42.35843,-71.05977
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States,RECRUITING,42.33143,-83.04575
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Mayo Clinic Rochester,Rochester,Minnesota,55902,United States,RECRUITING,44.02163,-92.4699
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Washington University School Of Medicine,St Louis,Missouri,63110,United States,RECRUITING,38.62727,-90.19789
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,RECRUITING,40.88593,-74.04347
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Rutgers Cancer Institute of New Jersey,New Brunswick,New Jersey,08903,United States,RECRUITING,40.48622,-74.45182
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Roswell Park Cancer Institute,Buffalo,New York,14263,United States,RECRUITING,42.88645,-78.87837
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Mount Sinai Medical Center,New York,New York,10029,United States,RECRUITING,40.71427,-74.00597
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,RECRUITING,40.71427,-74.00597
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Montefiore Medical Center,The Bronx,New York,10467,United States,RECRUITING,40.84985,-73.86641
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Levine Cancer Institute,Charlotte,North Carolina,28204,United States,RECRUITING,35.22709,-80.84313
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,RECRUITING,39.95238,-75.16362
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,University of Pittsburgh Medical Center,Pittsburgh,Pennsylvania,15232,United States,RECRUITING,40.44062,-79.99589
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Sarah Cannon Research Institute,Nashville,Tennessee,37203,United States,RECRUITING,36.16589,-86.78444
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,MD Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING,29.76328,-95.36327
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Froedtert Memorial,Milwaukee,Wisconsin,53226,United States,RECRUITING,43.0389,-87.90647
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,UZ Gent,Ghent,,9000,Belgium,RECRUITING,51.05,3.71667
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,UZ Leuven,Leuven,,3000,Belgium,RECRUITING,50.87959,4.70093
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Peking University Third Hospital,Beijing,,100191,China,ACTIVE_NOT_RECRUITING,39.9075,116.39723
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,West China Hospital Si Chuan University,Chengdu,,610041,China,ACTIVE_NOT_RECRUITING,30.66667,104.06667
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Fujian Medical University Union Hospital,Fuzhou,,350000,China,ACTIVE_NOT_RECRUITING,26.06139,119.30611
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Sun Yat-sen University Cancer Hospital,Guangzhou,,510060,China,ACTIVE_NOT_RECRUITING,23.11667,113.25
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,"First Hospital, Zhejiang University Medical College",Hangzhou,,310003,China,ACTIVE_NOT_RECRUITING,30.29365,120.16142
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Nanjing Drum Tower Hospital The Affiliated Hospital of Nanjing University Medical School,Nanjing,,210008,China,ACTIVE_NOT_RECRUITING,32.06167,118.77778
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Jiangsu Province Hospital,Nanjing,,210029,China,ACTIVE_NOT_RECRUITING,32.06167,118.77778
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Shanghai Changzheng Hospital,Shanghai,,200003,China,ACTIVE_NOT_RECRUITING,31.22222,121.45806
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Ruijin Hospital Shanghai Jiao Tong University,Shanghai,,200025,China,ACTIVE_NOT_RECRUITING,31.22222,121.45806
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Shanghai Fourth People s Hospital,Shanghai,,200434,China,ACTIVE_NOT_RECRUITING,31.22222,121.45806
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,The Second Affiliated Hospital of Xi'an Jiaotong University,Xi'an,,710004,China,ACTIVE_NOT_RECRUITING,34.25833,108.92861
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,CHRU de Lille Hopital Claude Huriez,Nord,,59037,France,RECRUITING,,
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Hopital Saint Louis,Paris,,75010,France,RECRUITING,48.85341,2.3488
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Tel Aviv Sourasky Medical Center,Tel Aviv,,64239,Israel,RECRUITING,32.08088,34.78057
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Nagoya City University Hospital,Nagoya,,467 8602,Japan,ACTIVE_NOT_RECRUITING,35.18147,136.90641
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Japanese Red Cross Medical Center,Shibuya City,,150-8935,Japan,ACTIVE_NOT_RECRUITING,35.6589,139.70665
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,VU Medisch Centrum,Amsterdam,,1081 HV,Netherlands,RECRUITING,52.37403,4.88969
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,University Medical Center Groningen,Groningen,,9713 GZ,Netherlands,RECRUITING,53.21917,6.56667
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Clinica Univ. de Navarra,Pamplona,,31008,Spain,RECRUITING,42.81687,-1.64323
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Hosp Clinico Univ de Salamanca,Salamanca,,37007,Spain,RECRUITING,40.96882,-5.66388
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,University of Alabama at Birmingham,Birmingham,Alabama,35294,United States,RECRUITING,33.52066,-86.80249
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,"University of California, Irvine",Irvine,California,92697,United States,RECRUITING,33.66946,-117.82311
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,University of Colorado Anschutz Medical Campus,Aurora,Colorado,80045,United States,RECRUITING,39.72943,-104.83192
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Colorado Blood Cancer Institute,Denver,Colorado,80218,United States,RECRUITING,39.73915,-104.9847
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Yale-New Haven Hospital,New Haven,Connecticut,06510,United States,RECRUITING,41.30815,-72.92816
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,University of Kansas Medical Center,Kansas City,Kansas,66160,United States,RECRUITING,39.11417,-94.62746
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Local Institution - 0039,New Orleans,Louisiana,70121,United States,WITHDRAWN,29.95465,-90.07507
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Local Institution - 0005,Boston,Massachusetts,02114,United States,COMPLETED,42.35843,-71.05977
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Washington University School of Medicine,St Louis,Missouri,63110,United States,RECRUITING,38.62727,-90.19789
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,RECRUITING,40.88593,-74.04347
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Icahn School of Medicine at Mount Sinai,New York,New York,10029,United States,RECRUITING,40.71427,-74.00597
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Neurological Institute of New York,New York,New York,10032,United States,RECRUITING,40.71427,-74.00597
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,University of Cincinnati Medical Center,Cincinnati,Ohio,45219,United States,RECRUITING,39.12711,-84.51439
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Cleveland Clinic Mellen Center,Cleveland,Ohio,44195,United States,RECRUITING,41.4995,-81.69541
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Oregon Health and Science University,Portland,Oregon,97239,United States,RECRUITING,45.52345,-122.67621
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Swedish Medical Center,Seattle,Washington,98122,United States,RECRUITING,47.60621,-122.33207
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Medical College of Wisconsin,Milwaukee,Wisconsin,53226,United States,RECRUITING,43.0389,-87.90647
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Antwerp University Hospital,Edegem,Antwerpen,2650,Belgium,RECRUITING,51.15662,4.44504
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,UZ Gent,Ghent,Oost-Vlaanderen,9000,Belgium,RECRUITING,51.05,3.71667
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Hopital Claude Huriez - CHU de Lille,Lille,Nord,59000,France,RECRUITING,50.63391,3.05512
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Pitie Salpetriere University Hospital,Paris,Ville de Paris,75013,France,RECRUITING,48.85341,2.3488
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Universitaetsklinikum Essen,Essen,North Rhine-Westphalia,45147,Germany,RECRUITING,51.45657,7.01228
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Universitaetsklinikum Magdeburg,Magdeburg,Saxony-Anhalt,39120,Germany,RECRUITING,52.13129,11.63189
NCT06220201,"A Study to Evaluate the Safety, Tolerability, Efficacy, and Drug Levels of CC-97540 in Participants With Relapsing Forms of Multiple Sclerosis, Progressive Forms of Multiple Sclerosis or Refractory Myasthenia Gravis (MG) (Breakfree-2)",RECRUITING,Local Institution - 0033,Düsseldorf,,40225,Germany,COMPLETED,51.22319,6.77927
